5857,Invite a Friend,,,,,フレンドを誘う,,
5858,Double-check before making a purchase. It is possible to download the same content multiple times.,,,,,購入する前にもう一度ご確認ください。同じコンテンツを何度も購入することができます,,
5859,You need to be signed in to Xbox LIVE for this operation. Would you like to sign in now?,,,,,この操作を実行するにはXbox LIVEにサインインする必要があります。今すぐサインインしますか？,,
5860,Invite a Friend,Inviter un ami,Invitar a amigo,,,,,
5861,Account,Compte,Cuenta,,,,,
5862,Account,,,,,アカウント,,
5863,Invite a Friend,Inviter un ami,Invitar a amigo,Invita un amico,Einen Freund einladen,,,
5864,You need to be signed in to Xbox LIVE for this operation. Would you like to sign in now?,,,,,,,
5865,Validating your code…,,,,,,,
5866,Enter a code to redeem exclusive content.,,,,,,,
5867,You must be connected to Xbox LIVE to access the online component,Vous devez vous connecter à Xbox LIVE pour accéder aux contenus en ligne.,Debes conectarte a Xbox LIVE para acceder al contenido en línea,Per accedere alle componenti online devi essere connesso a Xbox LIVE,Es ist eine Verbindung zu Xbox LIVE nötig{C} um auf Online-Inhalte zuzugreifen.,,,
5868,The other player hasn’t purchased or unlocked that content yet. Please select something else.,,,,,,,
5869,Your connection to Xbox LIVE has been lost. You have been returned to the main menu.,,,,,,,
5870,You do not have the necessary privileges to access Xbox LIVE gameplay.,,,,,,,
5871,The map or game mode you’ve selected hasn’t yet been purchased or unlocked by the other player.,,,,,,,
5872,The profile in use has changed. You will be returned to the main menu.,,,,,,,
5873,Changing profile at this time will cause the current game to be lost. {L}{L}{X} Load previous profile to continue your game {L}{B} Keep new profile and lose current game,,,,,,,
5874,Downloaded content will be available after you return to the Title Page.,,,,,ダウンロード コンテンツはタイトルページに戻るとアクセスできます,,
5875,Save options failed. The storage device containing the profile in use has been removed.,,,,,,,
5876,The storage device containing your profile has been removed. Your progress and settings will not be saved unless you reconnect it.,,,,,,,
5877,The storage device containing your profile has been removed. You will be returned to the title screen.,,,,,,,
5878,Achievements could not be saved. Please re-insert the storage device containing your profile.,,,,,,,
5879,Cannot join a ranked match in progress.,,,,,,,
5880,Promotion Code,Code promotionnel,Código promocional,,,,,
5881,Promotion Code,,,,,"プレイステーション ネットワーク プロダクトコード",,
5882,Account,Compte,Cuenta,Account,Konto,,,
5883,Promotion Code,Code promotionnel,Código promocional,Codice promozionale,Promotion-Code,,,
5884,Redeem Codes,Utiliser codes,Canjear códigos,Riscatta codici,Codes einlösen,,,
5885,Redeem Codes,,Canjear códigos,,,,,
5886,Redeem Codes,,,,,コード番号の入力,,
5887,You must be connected to Xbox LIVE in order to access Xbox LIVE functionality.,,,,,オンライン機能を利用するにはXbox LIVEに接続する必要があります,,
5888,Your body is turned too much. Make sure you are facing the Kinect Sensor.,Votre corps est trop tourné. Assurez-vous de bien faire face au Capteur Kinect.,Tu cuerpo está demasiado girado. Asegúrate de mirar de frente hacia el Sensor Kinect.,Il tuo corpo è troppo di profilo. Assicurati di essere rivolto verso il Sensore Kinect.,Dein Körper ist zu weit zur Seite gedreht. Stelle dich bitte frontal vor den Kinect-Sensor.,,,
5889,The Kinect Sensor cannot get an accurate height measurement. Make sure you are standing up straight.,Le Capteur Kinect ne peut pas mesurer votre taille. Assurez-vous de vous tenir bien droit.,El Sensor Kinect no puede medir tu altura con precisión. Asegúrate de estar bien erguido.,Il Sensore Kinect non riesce a registrare l'altezza con precisione. Assicurati di stare in piedi in posizione eretta.,Der Kinect-Sensor kann keine eindeutige Größenmessung vornehmen. Stelle dich bitte aufrecht hin.,,,
5890,The Kinect Sensor cannot accurately register your body. Make sure your hands are down.,Le Capteur Kinect ne peut pas définir les contours de votre corps. Assurez-vous d'avoir les mains le long du corps.,El Sensor Kinect no puede captar tu cuerpo con precisión. Asegúrate de tener las manos bajadas.,Il Sensore Kinect non riesce a registrare con precisione il tuo corpo. Assicurati di tenere le mani lungo i fianchi.,Der Kinect-Sensor kann deinen Körper nicht ordnungsgemäß erfassen. Senke bitte Arme und Hände.,,,
5891,The Kinect Sensor cannot see your face clearly. Make sure your face is not covered.,Le Capteur Kinect ne distingue pas bien votre visage. Assurez-vous que votre visage est bien visible.,El Sensor Kinect no capta bien tu cara. Asegúrate de que no haya nada que la cubra.,Il Sensore Kinect non riesce a distinguere chiaramente il tuo viso. Assicurati di avere il viso scoperto.,Der Kinect-Sensor kann dein Gesicht nicht deutlich erkennen. Sorge dafür{C} dass dein Gesicht nicht verdeckt ist.,,,
5892,Step into the play space,,,,,測定します。プレイ エリアに入って,,
5893,Let's have the next player step into the play space for calibration.,Au tour du joueur suivant{B}: placez-vous dans l'aire de jeu.,Que el jugador siguiente pise el área de juego para su calibración.,Il prossimo entri nell'area di gioco per la taratura.,Nächster Spieler{C} tritt bitte zur Kalibrierung in das Spielfeld.,,,
5894,Let's have the next player step into the play space for calibration.,,,,,次のプレイヤーの方、プレイ エリアに入って下さい,,
5895,The Kinect Sensor cannot accurately register your body. Avoid pointing lights directly at the sensor.,Le Capteur Kinect ne peut pas définir les contours de votre corps. Évitez de diriger de la lumière vers le capteur.,El Sensor Kinect no puede captar tu cuerpo con precisión. Evita dirigir luces directamente hacia el sensor.,Il Sensore Kinect non riesce a registrare con precisione il tuo corpo. Non puntare fonti di luce direttamente verso il sensore.,Der Kinect-Sensor kann deinen Körper nicht ordnungsgemäß erfassen. Schütze den Sensor vor direktem Lichteinfall.,,,
5896,The selected device will be used for loading & saving your progression.,Le périphérique sélectionné servira à charger et sauvegarder votre progression.,El dispositivo seleccionado se usará para cargar y guardar tus progresos.,La periferica selezionata verrà utilizzata per caricare e salvare i tuoi progressi.,Das gewählte Speichergerät wird für das Laden und Speichern des Spielfortschritts genutzt.,,,
5897,Your storage device has been removed. In order to save your progress{C} a new storage device must be selected. Selecting a new device may cause your auto-save progress to be overwritten. You may also continue without saving.,Le périphérique de stockage a été retiré. Pour sauvegarder votre progression{C} vous devez sélectionner un autre périphérique de stockage. Cela peut provoquer l'écrasement de votre progression sauvegardée automatiquement. Vous pouvez aussi continuer sans sauvegarder.,Se ha extraído el dispositivo de almacenamiento. Para guardar tus progresos debes elegir un nuevo dispositivo de almacenamiento. Si eliges un nuevo dispositivo{C} se pueden sobrescribir los progresos guardados automáticamente. También puedes seguir sin guardar.,Il dispositivo di memorizzazione è stato rimosso. Selezionarne un altro per salvare i progressi. Selezionando un nuovo dispositivo di memorizzazione i dati salvati potrebbero essere sovrascritti. È possibile continuare senza salvare.,Das Speichergerät wurde entfernt. Um deine Spielständer speichern zu können{C} muss ein neues Speichergerät ausgewählt werden. Wenn du ein neues Speichergerät wählst{C} wird dein Autosave-Spielstand eventuell überschrieben. Du kannst auch ohne zu speichern fortfahren.,,,
5898,Delete failed. The storage device in use has been removed.,Échec de la suppression. Le périphérique de stockage sélectionné a été retiré.,Error al borrar. El dispositivo de almacenamiento usado se ha extraído.,Eliminazione non riuscita. La periferica di memorizzazione selezionata è stata rimossa.,Löschen fehlgeschlagen. Das verwendete Speichergerät wurde entfernt.,,,
5899,You have removed the storage device in use. You will now be returned to the main menu.,,,,,データ保存機器が外されました。メインメニューへ戻ります,,
5900,Kinect Sharing is blocked on a connected account.,Le partage Kinect est verrouillé sur un compte connecté.,La función de compartir en Kinect está bloqueada en una cuenta conectada.,La condivisione Kinect è bloccata sugli account connessi.,Kinect-Veröffentlichung auf einem verbundenen Konto blockiert.,,,
5901,You have removed the storage device in use. You will now be returned to the main menu.,Vous avez retiré le périphérique de stockage. Vous allez revenir au menu principal.,Se ha extraído el dispositivo de almacenamiento en uso. Volverás al menú principal.,Hai rimosso la periferica di memorizzazione in uso. Tornerai al menu principale.,Sie haben das verwendete Speichergerät entfernt. Sie kehren nun ins Hauptmenü zurück.,,,
5902,You have removed the storage device in use. You will now be returned to the main menu.,,,,,,,
5903,Attempting to connect to the Uplay server. Just a moment please.,Tentative de connexion au serveur Uplay. Veuillez patienter un instant.,Intentando conectar con el servidor de Uplay... Espera un momento.,Tentativo di connessione al server Uplay in corso. Attendere...,Verbindung zum Uplay-Server wird hergestellt. Einen Moment{C} bitte.,,,
5904,Attempting to connect to the Uplay server. Just a moment please.,,,,,,,
5905,You are not connected to Ubisoft servers{C} do you want to try to reconnect now?,Vous n'êtes pas connecté aux serveurs d'Ubisoft. Voulez-vous retenter une connexion maintenant?,No estás conectado a los servidores de Ubisoft. ¿Quieres intentar conectarte ahora?,Non sei connesso ai server Ubisoft{C} desideri riprovare ad eseguire la connessione adesso?,Du bist nicht mit dem Uplay-Server verbunden. Möchtest du die Verbindung herstellen?,,,
5906,Cannot connect to the session. Please check your network connection and try again.,,,,,,,
5907,Cannot connect to the session. Please check your network connection and try again.,Impossible de rejoindre cette session. Vérifiez votre connexion réseau et réessayez.,No se puede conectar a la sesión. Comprueba tu conexión de red e inténtalo de nuevo.,Impossibile connettersi alla sessione. Controlla la connessione di rete e riprova.,Es konnte keine Verbindung zur Sitzung hergestellt werden. Bitte überprüfen Sie Ihre Netzwerkverbindung und versuchen Sie es erneut.,,,
5908,Cannot connect to the session. Please check your network connection and try again.,,,,,セッションに接続できません。ネットワーク接続をご確認の上、もう一度お試しください,,
5909,The connection to Xbox LIVE has been lost. Returning to main menu.,La connexion à Xbox LIVE a été interrompue. Vous allez être dirigé vers le menu principal.,Se ha perdido la conexión con Xbox LIVE. Volviendo al menú principal.,La connessione a Xbox LIVE si è interrotta. Verrai riportato al menu principale.,Die Verbindung zu Xbox LIVE wurde unterbrochen. Kehre ins Hauptmenü zurück.,,,
